NO.,ROW,COL,NNZ,cnt0-8,cnt1-8,new_sparsity_ratio1,new_sparsity_ratio2
41,512,512,171580,9,133,0.672647211453341,0.6714034012563199
42,512,512,135490,112,440,0.7406870100440961,0.7380560195496164
43,512,512,157572,78,309,0.6987381462220863,0.6965941649465479
44,2048,512,655737,53,707,0.6871937467084926,0.685624496605684
45,512,2048,588044,193,625,0.7191852780048748,0.7182553067529341
46,512,512,125661,215,609,0.7587376739471017,0.7557818184645044
47,512,512,154825,29,272,0.7044331683924372,0.7022229659034958
48,512,512,127452,194,543,0.7554568060416282,0.7528083785880527
49,512,512,153730,54,242,0.7062992908235006,0.7046017032527824
50,512,512,129316,152,519,0.7521998405690459,0.7493798257310305
51,512,512,176891,7,112,0.6625351027135924,0.6614500398089171
52,512,512,141501,84,352,0.729414621833313,0.7271775512092793
53,512,512,161782,67,260,0.690793095012385,0.6889573335794266
54,2048,512,673253,48,610,0.6788503442117475,0.6774669060722662
55,512,2048,611291,176,551,0.7081218104449334,0.7072832149615771
56,512,512,102691,695,1258,0.7998881457924111,0.7963126785147572
57,512,512,136832,92,410,0.7382788591014813,0.7357067803943383
58,512,512,105460,583,1165,0.7952073947491067,0.7914359396259849
59,512,512,134494,118,438,0.7425459418070444,0.7399976801732138
60,2048,512,546132,399,2829,0.7387888087057004,0.7338392738784962
61,512,2048,478771,3362,4405,0.7656942486884347,0.7637649308817609
62,512,512,126309,386,676,0.7562129423753937,0.7540099557522124
63,512,512,127433,331,606,0.7544605697197645,0.7523610938374479
64,512,512,124950,393,703,0.7587837837837837,0.7564517386558554
65,512,512,136926,168,460,0.7374884969325153,0.7351159155627089
66,2048,512,512834,1931,3842,0.7518051974198744,0.7480773009510335
67,512,2048,430911,3365,4362,0.7891115013272569,0.7874521545260832
68,512,512,89535,2175,2802,0.817084382048181,0.8132571080557965
69,512,512,142150,99,405,0.728048761823135,0.7254773970274697
70,512,512,83912,2721,3294,0.8254567843711519,0.8220635136052113
71,512,512,126151,378,744,0.7565780333436246,0.7537959811391457
72,2048,512,526135,807,2428,0.7475650596860246,0.7443842114673052
73,512,2048,434134,2309,3430,0.7892766167299612,0.7874259648078219
74,512,512,100634,1160,1643,0.8010116109845609,0.7979236947791164
75,512,512,132334,287,722,0.7453626735630061,0.7419061661361792
76,512,512,96583,1507,1965,0.8069019705063818,0.804030857384021
77,512,512,120956,538,870,0.7654436860068259,0.76300238259452
78,2048,512,527460,651,2202,0.7472320408523168,0.7441898812757042
79,512,2048,428269,2738,4065,0.7914285185531504,0.7892493130299905
80,512,512,103808,851,1397,0.7967227496318576,0.7931847884989321
81,512,512,127274,256,648,0.7553326464074803,0.7523466687422167
82,512,512,102659,840,1402,0.7990419850914557,0.7954413218134285
83,512,512,119034,353,770,0.7704881999074502,0.7674971873242078
84,2048,512,529427,583,2062,0.7464216332411161,0.7435145531354159
85,512,2048,424951,3068,4234,0.7925108785662948,0.7906034666267208
86,512,512,117377,403,829,0.7733334620732273,0.770310200695075
87,512,512,122898,297,731,0.7634466139016354,0.7602420638636577
88,512,512,114955,479,882,0.7774880764346991,0.7746757981559305
89,512,512,118573,430,799,0.7708326890964191,0.7681875410553974
90,2048,512,504860,765,2549,0.7578506910603421,0.75448946881103
91,512,2048,400093,4652,5901,0.8022005022939408,0.8002267897516198
92,512,512,115234,393,899,0.7775405405405406,0.7740084408045436
93,512,512,120376,281,758,0.7684150583310247,0.7649640737269603
94,512,512,114692,364,904,0.7787850265399333,0.7750360908862666
95,512,512,119087,302,753,0.7707467042444404,0.7675171794471342
96,33288,512,7941902,36131,88166,0.7629906708730025,0.7569518980387472
97,512,512,82388,3218,4040,0.8257445008460237,0.8207584934558618
98,512,512,95040,1356,2195,0.8109002928817013,0.8057109214012363
99,512,512,95047,1787,2448,0.8082554630257255,0.8040752803430079
100,512,512,81972,2585,3235,0.8302604114899115,0.8265245657400196
101,2048,512,559163,323,1547,0.7327116268575669,0.7301857749469214
102,512,2048,479025,1111,1944,0.7696304083532752,0.7681443025525061
103,512,512,123005,900,1159,0.7587607474582654,0.756784064665127
104,512,512,134139,177,541,0.742760654781995,0.7398551680268098
105,512,512,117970,811,1137,0.7692798134993898,0.7669019316493313
106,512,512,136606,217,460,0.7377077509139505,0.7357349572861211
107,512,512,108827,842,1300,0.786954598133183,0.7838538356425575
108,512,512,113602,499,1080,0.7799707149276396,0.7759364743751578
109,512,512,110167,878,1285,0.784087880213233,0.7812966521614839
110,512,512,103331,988,1383,0.7967845342983009,0.794226939620838
111,2048,512,500782,861,2503,0.7596295627865541,0.7565597072389145
112,512,2048,433174,2061,3187,0.7901467704304284,0.7882990577471948
113,512,512,83660,2935,3537,0.8247326785774143,0.8211231227121891
114,512,512,139159,111,416,0.7336731022445417,0.7311622929030663
115,512,512,79680,3057,3708,0.8323853118373666,0.8286304198210599
116,512,512,128804,255,590,0.7523990403838465,0.74982130648269
117,512,512,93269,1218,1915,0.815235736925515,0.8110617281949891
118,512,512,116477,295,834,0.7758195269916546,0.7720356829711279
119,512,512,96336,1050,1687,0.810170880887824,0.8062803642096458
120,512,512,100708,739,1417,0.8034827812295108,0.7992328793339926
121,2048,512,513866,748,2256,0.7535632347073448,0.750678293069184
122,512,2048,431100,2197,3238,0.7909311348205625,0.7892286089772674
123,512,512,94610,970,1772,0.8140409774199635,0.8092294166989289
124,512,512,138919,79,394,0.7343926856128973,0.7318083184036572
125,512,512,97046,924,1607,0.8095284826026881,0.8053536471871892
126,512,512,129913,208,591,0.7506276873464374,0.7476594306492215
127,512,512,91737,1284,1971,0.8178896423580231,0.8138272396662012
128,512,512,128003,166,539,0.7546105300288326,0.7517705327500077
129,512,512,97528,907,1606,0.8086845987257149,0.8043931711700147
130,512,512,111611,484,1007,0.7839274098624706,0.7803693995780989
131,2048,512,530735,487,1899,0.7459820232032776,0.7432053331578581
132,512,2048,446252,1700,2822,0.784414324583372,0.7825282651072125
133,512,512,96734,890,1646,0.8103433402346446,0.8057362958678749
134,512,512,139126,86,369,0.7339399363564041,0.7316159449365721
135,512,512,97673,831,1570,0.8088561073363184,0.8043284024616962
136,512,512,132027,165,521,0.7469040425727693,0.7441099172016001
137,512,512,99926,789,1488,0.8047038681634823,0.8003396739130435
138,512,512,146522,48,284,0.7201214853300734,0.7180881356975741
139,512,512,105672,603,1210,0.7946681175190424,0.7907186767222257
140,512,512,131348,211,632,0.7478499247473662,0.7445466143888474
141,2048,512,560299,324,1505,0.7321665532168753,0.7297252579746386
142,512,2048,483219,1110,1870,0.7676152452255275,0.7662482972399808
143,512,512,99871,834,1475,0.8045363092628546,0.8005324673249609
144,512,512,139835,94,436,0.7325185927648895,0.7296892397624644
145,512,512,100632,750,1395,0.8035636204634893,0.7995250693271284
146,512,512,135476,145,451,0.7404515219323791,0.7379939350806077
147,512,512,100073,722,1473,0.8048254852399676,0.8001417958140278
148,512,512,158983,24,195,0.6965417328365502,0.6949486537930187
149,512,512,110849,436,1024,0.785721189533589,0.7817520633820565
150,512,512,140232,157,538,0.7312409923032106,0.7280639156065778
151,2048,512,584554,198,1326,0.7208412289683207,0.7184142478380837
152,512,2048,515851,746,1382,0.7526150768073907,0.7514019006862518
153,512,512,72786,2565,3633,0.8493816839386816,0.8438604770894114
154,512,512,111169,419,966,0.7852155398930415,0.781521209357902
155,512,512,75465,2319,3254,0.845099592761667,0.8401923663346209
156,512,512,108697,445,1044,0.7898226495065434,0.7858541640398437
157,2048,512,418763,2548,7902,0.796359532071831,0.7875076114313551
158,512,2048,331624,10827,12828,0.8276310865316645,0.824714150400866
159,512,512,104724,876,1352,0.7947682804465069,0.7916587089381207
160,512,512,104369,918,1344,0.7951942700156986,0.7924178175916496
161,512,512,100685,1022,1588,0.8017762080262081,0.7981779185375241
162,512,512,114837,428,907,0.7780670222634508,0.7747304698534259
163,2048,512,384080,5869,9191,0.8082713672995057,0.8030455936528254
164,512,2048,294467,11422,13379,0.8461831383201003,0.8436254705037682
165,512,512,52376,8142,9105,0.8670713879639406,0.8616616658918987
166,512,512,108226,1277,1919,0.785204502873837,0.7807343836104899
167,512,512,49216,8710,9614,0.8721423227200931,0.867150384382828
168,512,512,88225,2977,3339,0.8149084455036756,0.8126316728397159
169,2048,512,390912,4638,7925,0.8067608396475632,0.8016029623133328
170,512,2048,292071,11964,13735,0.8467404582395809,0.8444272693182884
171,512,512,68275,4086,4829,0.8512241998465937,0.8472677082214826
172,512,512,97898,1276,1978,0.805708592658453,0.8012788242936018
173,512,512,65237,4474,5295,0.8558948010178836,0.8515883776799039
174,512,512,82951,2214,2765,0.8303188616875041,0.8272026963970269
175,2048,512,395711,3902,7370,0.8055206613194936,0.8000684103733166
176,512,2048,291221,11927,14077,0.8472339376390112,0.8444265780588914
177,512,512,71474,3375,4235,0.8480207872622734,0.8434400518697649
178,512,512,99155,1355,2173,0.8027190176041766,0.7974444353652558
179,512,512,69597,3606,4452,0.8508397057814965,0.8463832285633563
180,512,512,91595,1863,2277,0.8147650056625142,0.8122499262077334
181,2048,512,386282,3932,7770,0.810109918200409,0.8041992425102593
182,512,2048,286061,12960,15260,0.8486283146505013,0.8456221073809277
183,512,512,74946,2702,3529,0.8442052484534025,0.8397987277266664
184,512,512,93347,1424,2277,0.8138658913986728,0.8086587025679709
185,512,512,73526,2803,3681,0.8466419155681628,0.8420127548389315
186,512,512,87577,1836,2377,0.8230453090650459,0.8198952814978119
187,2048,512,372892,4229,8184,0.8162630180616983,0.8103496679903652
188,512,2048,268393,15677,18254,0.854633541314615,0.851313066177383
189,512,512,83966,1823,2607,0.8304128292131201,0.8260046086005106
190,512,512,91238,1291,2208,0.8188399466276964,0.8134039594240838
191,512,512,82765,1889,2693,0.8324812170083228,0.8280029093931838
192,512,512,85516,1756,2404,0.8276554237069521,0.8239774074561981
193,33288,512,6970877,66043,132427,0.7889545950399852,0.7819425814750214
194,512,512,48820,11298,12487,0.8578830926874709,0.8495513041763226
195,512,512,61079,6489,7788,0.8547342935423723,0.8471802441953563
196,512,512,59699,7923,9359,0.8498213926343329,0.8406088470246487
197,512,512,49720,9640,10568,0.865639052231062,0.8600225225225225
198,2048,512,457008,1486,3528,0.7795826709675429,0.7760537539986201
199,512,2048,380232,4097,5278,0.8128411104548139,0.8110839944671446
200,512,512,100329,1939,2502,0.7966018197152032,0.7928182614154496
201,512,512,112503,450,965,0.7824296831487096,0.7789064710876332
202,512,512,94479,1928,2567,0.8085299124513619,0.8044787424257475
203,512,512,114846,510,919,0.77748542997086,0.7746279318031963
204,512,512,82527,2570,3240,0.8291960560302006,0.825320458547819
205,512,512,86541,1914,2850,0.8246965547416867,0.8192120963968179
206,512,512,84021,2483,3155,0.8266035165923724,0.8226686759193598
207,512,512,74658,2985,3944,0.8433292482288554,0.8381166736053289
208,2048,512,371268,4376,7761,0.8168509660920629,0.8118233572025204
209,512,2048,296938,10183,12251,0.8464821034171843,0.8438102271483997
210,512,512,59207,6606,7674,0.8585567808271539,0.8525369610265402
211,512,512,110975,579,1206,0.784524604678617,0.7802440434699955
212,512,512,55989,6705,7776,0.8657363887503358,0.859982694462228
213,512,512,99131,1035,1626,0.8047556959631929,0.8010504302870721
214,512,512,59373,5155,6264,0.8656135696954333,0.8599904731361304
215,512,512,88269,1459,2302,0.8237946756523683,0.8189190408980502
216,512,512,64712,4183,5143,0.8585097078887528,0.8535927601809955
217,512,512,69763,3097,4092,0.8530488524148159,0.8479499407169759
218,2048,512,383955,3727,6777,0.8115576779614433,0.8069336055352186
219,512,2048,302682,9666,11559,0.8441788297118759,0.8417107343970949
220,512,512,75307,2386,3464,0.8450830261338951,0.8393841284466285
221,512,512,120987,242,706,0.7675186773657997,0.764154216829892
222,512,512,74395,2396,3523,0.8469087481891215,0.8410091468627116
223,512,512,110489,469,1056,0.7861988761261959,0.7822413439707366
224,512,512,69106,3199,4218,0.8539306368155839,0.8487171628721542
225,512,512,107546,517,1080,0.7915839818920344,0.7878810590759909
226,512,512,74384,2427,3517,0.8467749909363568,0.8410652627260606
227,512,512,86780,1542,2456,0.8263066034714661,0.8210692135128002
228,2048,512,406737,2719,5472,0.8019441501172547,0.7976030055732484
229,512,2048,316678,8015,10080,0.8391609172984877,0.8364158374107379
230,512,512,75207,2480,3418,0.8448085875594294,0.8398488074957411
231,512,512,115311,354,889,0.7776597303634232,0.7739283697732049
232,512,512,77122,2371,3198,0.8414276079876304,0.8369927291173487
233,512,512,106452,606,1156,0.7931332006716001,0.7895340377071998
234,512,512,75019,2477,3439,0.8452118616090588,0.8401347642265334
235,512,512,125521,192,625,0.7591766177554027,0.7559324736334505
236,512,512,83525,1747,2642,0.8317168208632861,0.8267173703777468
237,512,512,105434,880,1481,0.7933509470647265,0.7893813724550133
238,2048,512,445126,1678,3876,0.7849948606581449,0.7812794820591842
239,512,2048,360576,5063,6598,0.8211556317405899,0.8189501421983707
240,512,512,66207,3490,4600,0.8586673440808799,0.85309793027549
241,512,512,107436,557,1202,0.7915386048244388,0.7872790344041056
242,512,512,69103,3013,4118,0.8548500252058477,0.849251745200698
243,512,512,100659,839,1402,0.8029632152588556,0.7994265287253715
244,512,512,80509,1899,2852,0.8369946386342285,0.8318019621607167
245,512,512,140067,76,365,0.7322223326807782,0.7298340431441533
246,512,512,94610,1031,1786,0.8136835554715316,0.8091432121877219
247,512,512,117697,536,1123,0.7717776588483495,0.7675442407963343
248,2048,512,469702,1118,3101,0.7741017975591363,0.7706013471802206
249,512,2048,393501,3502,4754,0.8072131966763345,0.8053023915831473
250,512,512,53044,5904,7218,0.8765913490172722,0.8702446183953033
251,512,512,91720,1163,1960,0.8186204714443917,0.8139282004674111
252,512,512,54347,5400,6657,0.8758883550131541,0.8699135421852859
253,512,512,87767,1421,2144,0.825009171531566,0.8208778245820272
254,2048,512,319674,7856,17059,0.8378487777561355,0.8247601150745968
255,512,2048,246891,22704,25379,0.8576084499114129,0.854004640799296
256,512,512,64552,4715,5735,0.8561829394360674,0.8507564828172973
257,512,512,73664,2870,3730,0.8460097665395678,0.8414491356154006
258,512,512,61364,5154,6124,0.8611121170420801,0.8560557724065456
259,512,512,83434,1775,2536,0.8317482980027748,0.8275130656258269
260,2048,512,237924,22222,29215,0.8633876894809371,0.8540085610218247
261,512,2048,152630,42199,44949,0.8926628447334961,0.8892354539437781
262,512,512,32419,15156,16128,0.8849541505791506,0.8782339242788462
263,512,512,75766,4787,5553,0.8307646259962117,0.8260012860554842
264,512,512,30510,15209,16422,0.8914018452075858,0.883343019699009
265,512,512,57281,7550,8108,0.8580354310413196,0.854823094079481
266,2048,512,239685,19945,27016,0.8651964644055901,0.856036052702391
267,512,2048,155797,40809,43565,0.8921228798067868,0.8887253305449849
268,512,512,43886,10792,11785,0.8751877047688388,0.8692810846876042
269,512,512,73089,4735,5739,0.8370469625084722,0.8309940249361797
270,512,512,39292,11829,12797,0.8827188499928363,0.8770341995894047
271,512,512,62094,6107,6656,0.8544362552042308,0.8513758042279411
272,2048,512,241817,17987,26276,0.8663521908299068,0.8557811128287339
273,512,2048,154531,42060,45010,0.8914956691232643,0.8877763995724013
274,512,512,49628,7711,8559,0.8762122361016882,0.8718761617580238
275,512,512,57036,6170,7415,0.8659767651703135,0.8593953378298427
276,512,512,48540,7690,8725,0.8790274344046575,0.8738198228174521
277,512,512,49310,7772,8702,0.876705272843655,0.8719407047286628
278,2048,512,219154,21408,32005,0.8750991665450831,0.8617387727497552
279,512,2048,147362,45958,48883,0.8917907159809197,0.8879396877927703
280,512,512,33528,13109,14147,0.8934075995727148,0.8874657644594812
281,512,512,53373,7451,8757,0.8682382391278587,0.8610714880679688
282,512,512,34631,12506,13685,0.8931774997532327,0.8865777131478279
283,512,512,44365,9104,10015,0.8828257057133198,0.8781342020832418
284,2048,512,195846,26435,39273,0.8830205854525646,0.8666611292062005
285,512,2048,120625,57099,60675,0.898083591310343,0.8929064803897894
286,512,512,54241,6213,7292,0.872338071926191,0.8669311312607945
287,512,512,71756,3367,4528,0.8474626713377096,0.8411915722379604
288,512,512,51254,6753,7999,0.8768643090524697,0.8706699907141993
289,512,512,64594,4337,5202,0.8580027083113503,0.8535469418849307
290,33288,512,5924545,123985,218850,0.815452856467178,0.8062944396316768
291,512,512,45935,14337,15358,0.8442332212034073,0.8350983630097645
292,512,512,46296,10792,12242,0.8683336366945759,0.8590324466530255
293,512,512,52919,11994,13101,0.8407895686916338,0.8318280622362333
294,512,512,38370,13444,14483,0.8758991409646036,0.8688474159146842
295,2048,512,331367,6451,10444,0.8338126198634259,0.828311523858474
296,512,2048,265406,13634,15776,0.8587520649193617,0.8561279229114627
297,512,512,65174,6597,7540,0.8443553933743456,0.838537537656572
298,512,512,85635,1932,2748,0.8264305519522636,0.8217126082611592
299,512,512,59884,6943,7781,0.8550726040658276,0.8502121102973547
300,512,512,89665,1762,2282,0.8192587724956459,0.8161758676113626
301,512,512,45262,9621,10473,0.8777865382122954,0.8731161695447409
302,512,512,57303,5901,7177,0.8666975285666431,0.8600508967996561
303,512,512,48014,8831,9705,0.8746344571165977,0.8698835797597884
304,512,512,44781,8760,9633,0.8834216719426857,0.8790225848281824
305,2048,512,250381,15442,21321,0.864664771253135,0.8574153082887628
306,512,2048,189258,29155,31874,0.8839386461532424,0.8807574245448497
307,512,512,40322,10559,12042,0.886526858480796,0.878407555727106
308,512,512,85967,1589,2472,0.8276744764104045,0.8226519177449169
309,512,512,36932,11419,12730,0.8918801817415336,0.8848063679009881
310,512,512,74639,2802,3582,0.8443256524060602,0.8401652333310492
311,512,512,44052,8677,9906,0.8857145822091237,0.8795709036829673
312,512,512,61540,4020,5353,0.8662080840406289,0.8597027174904249
313,512,512,47508,7435,8658,0.8827912209371176,0.8768457071754459
314,512,512,46746,7164,8513,0.8858918528354944,0.8795454545454545
315,2048,512,265383,13269,18644,0.8592019091194621,0.8524705811719501
316,512,2048,195030,27690,30379,0.8820938364512197,0.8789451600409165
317,512,512,42118,8556,10176,0.8912780852469849,0.8834819847733711
318,512,512,91334,1132,1955,0.8195607851814388,0.8147413429396684
319,512,512,42774,8436,9813,0.8901292536577347,0.8835384447832716
320,512,512,79227,2073,2946,0.8386809741000163,0.8339585708537322
321,512,512,38467,9871,11545,0.8949998908153907,0.8867178297130471
322,512,512,71031,2735,3776,0.8521813505144341,0.8468737065397351
323,512,512,44005,8039,9586,0.8887818957499293,0.8813599991372617
324,512,512,53746,5699,7027,0.8759050943884148,0.8695029330639835
325,2048,512,283233,11138,15936,0.852401633398369,0.8462508468246248
326,512,2048,202509,25586,28197,0.8800142909959615,0.8769690157958687
327,512,512,46461,7312,8764,0.8859281701759899,0.8790279745042493
328,512,512,78908,2192,3171,0.8387051936159079,0.8333699361421766
329,512,512,48194,6848,8268,0.8837914737654321,0.8770561224489796
330,512,512,72580,2831,3724,0.8484734609346294,0.8438145572235229
331,512,512,43854,8184,9692,0.8885098031239831,0.8812239989599584
332,512,512,96524,894,1637,0.8107313170609274,0.8062140631524847
333,512,512,51673,5970,7457,0.8794849429061871,0.8724047844810556
334,512,512,76538,2650,3638,0.8411705624543462,0.8357835564709921
335,2048,512,320489,7290,11397,0.8381787133832059,0.8326253394610403
336,512,2048,247453,16453,18917,0.8650676371282249,0.8621032276759841
337,512,512,40847,8911,10515,0.8929900029341493,0.8852767042645935
338,512,512,81975,1749,2646,0.8348290563847964,0.8299104475134453
339,512,512,42541,8376,9813,0.890996535749426,0.8841728381616205
340,512,512,75412,2327,3325,0.8451677014552741,0.8399195054851747
341,512,512,49860,6430,8010,0.8816823600880856,0.8741315938282576
342,512,512,110313,520,1055,0.7862018574795336,0.7825950714218144
343,512,512,61547,4035,5436,0.8661230118678871,0.8592606651543978
344,512,512,88378,1925,2692,0.8209115520539507,0.8163444274504589
345,2048,512,345592,5455,9137,0.8280527317162486,0.8228605404518801
346,512,2048,274829,12909,14904,0.854634593739157,0.8521381748846498
347,512,512,25374,15445,16743,0.9084526352248455,0.9010374414976599
348,512,512,60536,4706,6000,0.8651735442947759,0.8586558577405858
349,512,512,25890,14817,16213,0.9098587822405437,0.9022576260948354
350,512,512,57422,5218,6151,0.8697323049001815,0.8651660592854191
351,2048,512,209395,23015,34520,0.8788862591039914,0.8644545167370951
352,512,2048,151186,45601,48843,0.8894464204233015,0.8850876819613518
353,512,512,32695,14058,15141,0.8907836718332443,0.8840734384750667
354,512,512,42140,9372,10647,0.8874273380064969,0.880938926811627
355,512,512,30524,14568,15680,0.8951785714285714,0.8883573267790262
356,512,512,49135,7424,8419,0.8788298019255051,0.873878290689556
357,2048,512,126254,50589,62068,0.901956003131096,0.8856461219639441
358,512,2048,76575,77521,79968,0.9106284196373551,0.9063490626956794
359,512,512,17164,21485,22563,0.9049233359922007,0.8948799608035277
360,512,512,52044,8145,9326,0.8678979003370833,0.8612426414128487
361,512,512,14299,22978,23873,0.9087142492339122,0.8995292299044407
362,512,512,37690,11787,12616,0.8877257995329108,0.8831071357681619
363,2048,512,146819,43137,51787,0.8956480639108433,0.8842632591284606
364,512,2048,84761,71430,73926,0.9111773163207136,0.907297754873482
365,512,512,23183,17484,18426,0.9051990643810521,0.8989724236508158
366,512,512,49133,8947,10238,0.871088010578901,0.8637011762094984
367,512,512,21266,18236,19234,0.9085380539499036,0.9017936308556229
368,512,512,36818,12207,13083,0.8880830212538301,0.8831026162052324
369,2048,512,144374,42195,52957,0.8984734520742149,0.8844860142098189
370,512,2048,87498,70860,73557,0.909177157377267,0.9049182821872555
371,512,512,20567,18681,19648,0.9087500887342941,0.9020245807926829
372,512,512,39685,11849,13001,0.8814325493570438,0.8745225628572875
373,512,512,19186,19208,20322,0.9115689528023598,0.9036537843483851
374,512,512,32050,13921,14807,0.8937165066058259,0.8884736373253159
375,2048,512,133310,46073,56019,0.9019767879622114,0.8889867826735773
376,512,2048,81004,73748,76554,0.9116818435559277,0.9071361752081881
377,512,512,25603,16254,17443,0.9031011565944047,0.8955831973898858
378,512,512,40168,11140,12498,0.8839236175328278,0.8761470152935372
379,512,512,23381,17320,18400,0.9054044212843086,0.8982939518374164
380,512,512,32959,13341,14192,0.8939652288052711,0.8891075850559862
381,2048,512,117647,52221,63825,0.9067489632344549,0.8906577616845361
382,512,2048,69633,81514,84368,0.9121824427943016,0.9068160650051388
383,512,512,23953,16522,17644,0.9078503939431245,0.9010141166358107
384,512,512,31670,12890,14276,0.9004238353959151,0.8929604693921696
385,512,512,22904,16923,18067,0.9096560429157463,0.902625671723012
386,512,512,28133,14114,15214,0.9057407258496837,0.8998340833997949
387,33288,512,4045117,346027,485183,0.8583170230412939,0.8463334045484908
388,512,512,34335,18421,18954,0.8504260472572663,0.8446548791081512
389,512,512,29747,16484,17646,0.8858273458609678,0.8770541264383018
390,512,512,42332,14414,15616,0.8558488612836439,0.8457468516791045
391,512,512,23730,18442,19547,0.8964731955884406,0.8878205128205128
392,2048,512,165318,34462,42018,0.8930506676327502,0.8839762952815146
393,512,2048,114116,54188,56680,0.9072336246813382,0.9041261157113668
394,512,512,34464,13986,15000,0.8853157278245128,0.8787708239531742
395,512,512,60724,4999,5931,0.863327811588462,0.8585814360770578
396,512,512,30956,14956,16079,0.8913794071412531,0.8840703457367128
397,512,512,62144,5267,6034,0.858768772044653,0.8547168399790529
398,512,512,27947,16779,17644,0.890756926637063,0.8845088931499603
399,512,512,32084,13448,14889,0.8962085921325051,0.8878432798254936
400,512,512,31500,15219,16150,0.8878141204627045,0.8815290648694187
401,512,512,26063,15953,16855,0.9031259292298544,0.8976347954502608
402,2048,512,144805,40675,48789,0.8998826011925174,0.8900099352235578
403,512,2048,93516,65009,67642,0.9115276327142273,0.9078551158757686
404,512,512,19984,18789,20239,0.9106516918234495,0.9003112778354219
405,512,512,51570,6092,7489,0.8791751012145749,0.8724979231773409
406,512,512,18956,19124,20457,0.9131669598358253,0.9037649256762246
407,512,512,45617,7847,9041,0.8855959833072509,0.8798388966156699
408,512,512,17384,20564,21700,0.9109718125204851,0.9018341163715216
409,512,512,30722,12288,14075,0.906243896484375,0.8972810677793827
410,512,512,20613,17505,18938,0.915592445783922,0.9068465292841649
411,512,512,23618,15736,17168,0.9133322569281352,0.9053766025641026
412,2048,512,150601,38643,46478,0.8981644018652155,0.8887325046693619
413,512,2048,91018,65974,68564,0.9126144428400258,0.908993648812952
414,512,512,22986,16476,17931,0.9118202185121532,0.9031728112152052
415,512,512,50560,6268,7624,0.8807547169811321,0.8743238943684378
416,512,512,23332,16084,17504,0.9125959002637257,0.9044647536687631
417,512,512,48332,6987,8254,0.8828303789612505,0.8767744962062495
418,512,512,18710,19425,20660,0.9123604137000675,0.9034212917079617
419,512,512,48771,6529,8009,0.8838298906208316,0.8768856779352963
420,512,512,22976,16302,17691,0.9127899914976315,0.904755587981694
421,512,512,37207,10616,11925,0.8950235870350307,0.8884307681235907
422,2048,512,158689,36147,43762,0.8955168554121675,0.8864040487916619
423,512,2048,91220,65816,68435,0.9126325548608557,0.9089795168989575
424,512,512,25803,15405,16751,0.9071193054195703,0.8993140101142536
425,512,512,51980,5852,7337,0.8793004161093774,0.8722523691557548
426,512,512,27000,14392,15865,0.9081682629516761,0.9001656510678577
