NO.,ROW,COL,NNZ,cnt0-16,cnt1-16,new_sparsity_ratio1,new_sparsity_ratio2
78,2048,512,527460,6,286,0.4969288875324279,0.49477011494252876
79,512,2048,428269,93,427,0.5909904420640864,0.5888922806370855
80,512,512,103808,14,155,0.603665241295052,0.6002218251278575
81,512,512,127274,2,73,0.5144289464045904,0.5123153086873888
82,512,512,102659,16,145,0.6080041849951124,0.6048902333887555
83,512,512,119034,9,87,0.5456717557251909,0.5434972694360926
84,2048,512,529427,3,241,0.49507595409946137,0.49323550807871963
85,512,2048,424951,220,500,0.5933701160511973,0.5916194492281198
86,512,512,117377,3,84,0.5521602771503571,0.5499348159509203
87,512,512,122898,3,85,0.5310954764666382,0.5287364255475796
88,512,512,114955,11,91,0.5611868625175593,0.5590322531148346
89,512,512,118573,8,81,0.5474589338055691,0.5454325890940317
90,2048,512,504860,3,273,0.5185059435704149,0.5165139512434305
91,512,2048,400093,508,850,0.6154608399458694,0.6134277509816652
92,512,512,115234,2,91,0.5603635087290929,0.5579620082243908
93,512,512,120376,3,80,0.5407179048898114,0.5385488223748773
94,512,512,114692,5,90,0.5623511813908053,0.5600681232355469
95,512,512,119087,3,81,0.5456359501861914,0.5434620928663436
96,33288,512,7941902,1999,8908,0.5330319033341768,0.529976861934829
97,512,512,82388,244,526,0.6809634448574968,0.6752900744103922
98,512,512,95040,55,246,0.6362300202094433,0.6319246498946586
99,512,512,95047,94,267,0.6353322590546348,0.6314179127629211
100,512,512,81972,156,382,0.6842956618190781,0.6798368953880765
101,2048,512,559163,0,191,0.46674060821533203,0.46518191904506845
102,512,2048,479025,4,138,0.5431382759567844,0.5422021697911251
103,512,512,123005,63,128,0.5289619202254764,0.5270784633366141
104,512,512,134139,6,76,0.48811286481865923,0.4859156548933039
105,512,512,117970,52,132,0.5485473303943179,0.5463250676839774
106,512,512,136606,1,57,0.4788576573277178,0.4770701904820236
107,512,512,108827,16,126,0.5844521322091887,0.5816405769467339
108,512,512,113602,5,120,0.5665104707247084,0.5634453393999016
109,512,512,110167,22,127,0.5791811820070896,0.5764632158454819
110,512,512,103331,39,139,0.6048829917405935,0.6024507540781778
111,2048,512,500782,14,306,0.5223150239614176,0.5201766825080485
112,512,2048,433174,17,199,0.5867858941681039,0.585634862329155
113,512,512,83660,312,464,0.6746671229467397,0.6715609296482412
114,512,512,139159,1,54,0.4691181407556614,0.4673951316595224
115,512,512,79680,316,473,0.6900672143390589,0.6870089874929295
116,512,512,128804,14,77,0.5082315210751375,0.5063316367204268
117,512,512,93269,23,202,0.6437068333231465,0.6397656346557904
118,512,512,116477,0,85,0.5556755065917969,0.5533583348671698
119,512,512,96336,22,166,0.6320132013201321,0.6287458379578246
120,512,512,100708,11,135,0.6155713674952665,0.6126377007815866
121,2048,512,513866,10,280,0.50986440496902,0.5078364441583916
122,512,2048,431100,18,196,0.5887580512225647,0.587637741046832
123,512,512,94610,15,174,0.6387607673040503,0.6352174583590376
124,512,512,138919,0,48,0.4700660705566406,0.4685089679236043
125,512,512,97046,19,153,0.629369080354415,0.6263092230916147
126,512,512,129913,8,76,0.504179134098681,0.5021116936472897
127,512,512,91737,39,193,0.6492161211379627,0.6458796553640911
128,512,512,128003,1,57,0.5116775010681804,0.5100026030501623
129,512,512,97528,18,157,0.6275510204081632,0.6243606335120478
130,512,512,111611,15,118,0.5738476693750382,0.5711491761957457
131,2048,512,530735,2,214,0.49383621478926965,0.49219347999142704
132,512,2048,446252,15,179,0.5743234993360907,0.5732553513778172
133,512,512,96734,17,159,0.6306057921427262,0.6273728813559323
134,512,512,139126,0,46,0.46927642822265625,0.4677821642795936
135,512,512,97673,11,155,0.6271567519697062,0.6238485119231006
136,512,512,132027,5,72,0.496203217534648,0.4941339198136341
137,512,512,99926,15,142,0.6184632537112835,0.6154799285802242
138,512,512,146522,0,39,0.44106292724609375,0.4397292750076476
139,512,512,105672,4,125,0.5967948717948718,0.5937942062857494
140,512,512,131348,9,93,0.49867175572519085,0.4960867963906451
141,2048,512,560299,0,202,0.46565723419189453,0.46400515045764834
142,512,2048,483219,7,113,0.5391172229089412,0.5383704889717683
143,512,512,99871,7,141,0.618859528607193,0.6157152311765068
144,512,512,139835,1,51,0.46653924800097657,0.4649061715545215
145,512,512,100632,10,150,0.6158849395382924,0.6125723789577431
146,512,512,135476,3,59,0.4831054270191075,0.48133231240428787
147,512,512,100073,10,143,0.6180186576279467,0.6148905547687951
148,512,512,158983,0,32,0.3935279846191406,0.3923411509295499
149,512,512,110849,5,109,0.5770155381891446,0.5743125960061444
150,512,512,140232,6,90,0.4648613994382709,0.4621026144593102
151,2048,512,584554,0,224,0.44252586364746094,0.4406138994365507
152,512,2048,515851,3,92,0.5080236293165276,0.5073545703196627
153,512,512,72786,106,412,0.7205353851824549,0.7151812546957175
154,512,512,111169,5,105,0.5757944624213933,0.573188617236931
155,512,512,75465,91,358,0.7105160191493279,0.7056930924747286
156,512,512,108697,6,103,0.5852019477347661,0.582730636938763
157,2048,512,418763,32,1109,0.6004413852589154,0.5937621261272448
158,512,2048,331624,1521,2223,0.6762243224244318,0.6726343720878809
159,512,512,104724,23,152,0.5999480471853799,0.5967687284376539
160,512,512,104369,40,135,0.600889470141948,0.5985560649886147
161,512,512,100685,28,159,0.6152596906334067,0.6121533127889061
162,512,512,114837,14,93,0.5615569639584606,0.5594308206985452
163,2048,512,384080,661,1759,0.6299807321772639,0.6236103924612322
164,512,2048,294467,990,1616,0.7148671102779414,0.7120746636420525
165,512,512,52376,1586,1982,0.7787876740100014,0.7727051798361338
166,512,512,108226,93,300,0.5847937511509422,0.5794500746083064
167,512,512,49216,1690,2119,0.7906628555873145,0.7843673326323168
168,512,512,88225,385,445,0.6553495530970685,0.6540521676391242
169,2048,512,390912,326,1218,0.6253335378009508,0.6201374420846419
170,512,2048,292071,1040,1608,0.7169679127387745,0.7144531738831186
171,512,512,68275,400,667,0.733033815065065,0.7284986002417764
172,512,512,97898,58,269,0.6252220384662501,0.6203149239838659
173,512,512,65237,446,784,0.7441766532814658,0.7386338141025641
174,512,512,82951,125,306,0.681134294852082,0.6775446261972882
175,2048,512,395711,185,950,0.6215522715796239,0.6170696822840863
176,512,2048,291221,890,1611,0.7184464235992947,0.7152708251857646
177,512,512,71474,255,545,0.7230376960753921,0.7179667276974556
178,512,512,99155,58,292,0.6204099289476908,0.6148901628138206
179,512,512,69597,285,583,0.7298085284800298,0.7247128346307196
180,512,512,91595,104,243,0.6483607186732187,0.6453325382566135
181,2048,512,386282,118,989,0.6309482864043535,0.6259682866748261
182,512,2048,286061,1173,2034,0.7222190932678714,0.7184527652672357
183,512,512,74946,137,416,0.7116929279251554,0.7066554984969939
184,512,512,93347,51,271,0.6427975570930019,0.6379204679451375
185,512,512,73526,148,436,0.7169638457748213,0.7118525833960372
186,512,512,87577,94,248,0.6639924800491099,0.660785665592464
187,2048,512,372892,96,1317,0.6438607885085574,0.6370894906491849
188,512,2048,268393,1915,2764,0.7363360761383819,0.7327699850251704
189,512,512,83966,85,281,0.6780247254432787,0.6741057566912998
190,512,512,91238,32,234,0.651273544520548,0.6469117647058824
191,512,512,82765,72,278,0.6828830002452182,0.6788269899416366
192,512,512,85516,83,253,0.6721213422489418,0.6686659227574236
193,33288,512,6970877,3443,14846,0.5895686903742474,0.58511189023287
194,512,512,48820,2506,3169,0.7801376279002739,0.7691070752932274
195,512,512,61079,969,1659,0.752355660071359,0.740751273344652
196,512,512,59699,1373,2062,0.7514364466058224,0.7394785993576316
197,512,512,49720,1952,2347,0.7846798780487805,0.7786207879176462
198,2048,512,457008,4,375,0.5641366050173962,0.5616549776706926
199,512,2048,380232,89,343,0.6368893914159549,0.6354746675256546
200,512,512,100329,190,314,0.6127848277139681,0.6097969819539515
201,512,512,112503,7,101,0.5706516761311595,0.5681730946385801
202,512,512,94479,157,307,0.6361041782214827,0.6327089942153387
203,512,512,114846,11,102,0.5616029438710071,0.5591527453629775
204,512,512,82527,159,360,0.6820993836671803,0.678111738642037
205,512,512,86541,84,354,0.6681710122699387,0.6625818777292576
206,512,512,84021,147,378,0.6765835745519493,0.6719160002499063
207,512,512,74658,197,473,0.7117362698461729,0.7067359059769971
208,2048,512,371268,141,884,0.6451678262864133,0.6410899894821506
209,512,2048,296938,479,1041,0.714732849654918,0.7122470734165439
210,512,512,59207,1293,1637,0.7547917633026306,0.7490718451210416
211,512,512,110975,12,143,0.5763536831175178,0.5729365494735545
212,512,512,55989,1225,1497,0.7691594102513358,0.7649417276818701
213,512,512,99131,39,167,0.620942948914041,0.6179510698649565
214,512,512,59373,603,938,0.7648556808820733,0.7597557620095818
215,512,512,88269,46,262,0.6623324458318032,0.6578084294752512
216,512,512,64712,416,705,0.7467121743486974,0.7420434976720454
217,512,512,69763,237,482,0.7299691893230941,0.7258088605206892
218,2048,512,383955,97,756,0.6332892082702976,0.6295586986724298
219,512,2048,302682,425,964,0.7094557755218012,0.7070305240661587
220,512,512,75307,102,388,0.7109269438643901,0.7057584708677169
221,512,512,120987,2,73,0.5384148760835064,0.5364056464962295
222,512,512,74395,97,386,0.7145154110640388,0.7093582010251281
223,512,512,110489,6,122,0.5783635059225791,0.5753558910343131
224,512,512,69106,198,499,0.7331567403929322,0.7281004091910608
225,512,512,107546,6,110,0.5895942728049823,0.5869715497111958
226,512,512,74384,109,402,0.714347158218126,0.7091102490301588
227,512,512,86780,84,283,0.6672546012269939,0.6631420408670269
228,2048,512,406737,38,578,0.6118803245900638,0.6086538609563102
229,512,2048,316678,270,762,0.6967429442588791,0.6944395127674684
230,512,512,75207,104,386,0.7112753378378378,0.7061859294911864
231,512,512,115311,6,92,0.5599622969837588,0.5576394856371225
232,512,512,77122,113,363,0.7037597566222114,0.6991370700954996
233,512,512,106452,7,128,0.5937442755083349,0.5907203494094488
234,512,512,75019,127,383,0.7115896229316603,0.7069753452909193
235,512,512,125521,0,71,0.5211753845214844,0.5190913688469319
236,512,512,83525,70,290,0.6800102672551183,0.6756361066235864
237,512,512,105434,61,216,0.5962981682288795,0.5924279440870857
238,2048,512,445126,7,393,0.5754494193410551,0.5729337764610165
239,512,2048,360576,132,430,0.6554339184147758,0.653856787392867
240,512,512,66207,207,573,0.7442085986276813,0.7382874264752388
241,512,512,107436,10,133,0.5899138878710151,0.5868100424589255
242,512,512,69103,143,459,0.734071947540176,0.7287951334379905
243,512,512,100659,15,137,0.6156645182967805,0.6127785129562381
244,512,512,80509,65,302,0.6916592622096942,0.6871152530779754
245,512,512,140067,0,44,0.4656867980957031,0.46424801101591184
246,512,512,94610,20,192,0.63865039110242,0.6348119441699605
247,512,512,117697,29,181,0.5502254662182819,0.5460061408381164
248,2048,512,469702,3,331,0.5520367601055957,0.5497833755080133
249,512,2048,393501,75,297,0.624298246284047,0.6230197811125247
250,512,512,53044,664,1164,0.7891062340966921,0.7821780551905387
251,512,512,91720,25,205,0.6495812702487926,0.645682675072625
252,512,512,54347,506,988,0.7860758596800604,0.7793785723564562
253,512,512,87767,41,218,0.6643555344795937,0.6606805950760857
254,2048,512,319674,290,3584,0.6937800784722434,0.6774983051394627
255,512,2048,246891,4486,5745,0.747245085995086,0.7419229064574936
256,512,512,64552,541,906,0.7453449472953355,0.7393397079726063
257,512,512,73664,217,453,0.7152223665491433,0.7110037034712197
258,512,512,61364,639,981,0.756414734836456,0.751006297474518
259,512,512,83434,59,266,0.6805742725880551,0.6764719568184638
260,2048,512,237924,3954,7198,0.7585292780357897,0.7451018204257944
261,512,2048,152630,8607,10118,0.8324338210753746,0.8278650438485691
262,512,512,32419,4529,5207,0.8290858287642345,0.8187181265097969
263,512,512,75766,823,1164,0.695689544373755,0.6888715505913272
264,512,512,30510,4418,5268,0.8406422363362862,0.8284567290392227
265,512,512,57281,1583,1672,0.7581202283629485,0.7566569806960305
266,2048,512,239685,2561,5476,0.7621228662167527,0.7505775474525475
267,512,2048,155797,7981,9484,0.8308172617496308,0.8262807303932063
268,512,512,43886,2779,3148,0.7983921352443955,0.7927716077364763
269,512,512,73089,816,1293,0.7065735804213772,0.6972988867536942
270,512,512,39292,3037,3543,0.8160073424739642,0.8087571061443812
271,512,512,62094,1086,1244,0.746314877761799,0.7436674372523118
272,2048,512,241817,1727,4949,0.7631437179708191,0.750547766022414
273,512,2048,154531,8842,10564,0.8296435689843722,0.8243071472749763
274,512,512,49628,1372,1690,0.7933819610977885,0.7889104396352252
275,512,512,57036,936,1574,0.7692419730709477,0.7593011478730587
276,512,512,48540,1313,1731,0.7987028067148829,0.7929604859073227
277,512,512,49310,1330,1617,0.7952786634781454,0.7912998577910205
278,2048,512,219154,2073,6894,0.784171485747601,0.7664280720302854
279,512,2048,147362,10821,12762,0.8316709311888879,0.8254798764543146
280,512,512,33528,3343,3955,0.8393144697492524,0.8314023654356746
281,512,512,53373,1319,2042,0.7785720212412878,0.7674095314461024
282,512,512,34631,3042,3730,0.8377726352870634,0.8289523075707286
283,512,512,44365,1713,2122,0.8110004430509168,0.8055803884448184
284,2048,512,195846,2951,9845,0.8044199888152113,0.7802091002136791
285,512,2048,120625,16237,18399,0.8470747378242967,0.8400606211680846
286,512,512,54241,760,1276,0.7830221134152586,0.7756114310299179
287,512,512,71756,279,676,0.7215305805650419,0.7144926152279094
288,512,512,51254,896,1395,0.7931705191115702,0.7862849422910134
289,512,512,64594,378,724,0.7477742721479446,0.7422014687100894
290,33288,512,5924545,8259,32858,0.6495848281585803,0.6412330733784064
291,512,512,45935,4403,4944,0.7603758033553125,0.7490439248251748
292,512,512,46296,2660,3592,0.7891649664820752,0.7738039399624765
293,512,512,52919,3090,3696,0.7512082518429366,0.7393255438209332
294,512,512,38370,3794,4327,0.8095214455917394,0.8011010201542672
295,2048,512,331367,176,1129,0.6831328411872706,0.6784443072957909
296,512,2048,265406,810,1503,0.7437216110990946,0.7409480267986819
297,512,512,65174,1335,1615,0.7293258688284936,0.7241942582436184
298,512,512,85635,107,349,0.6711809608650243,0.6662184284377923
299,512,512,59884,1375,1675,0.7506329535611966,0.7455469440478619
300,512,512,89665,107,257,0.6557066719911532,0.6525043405469089
301,512,512,45262,1904,2306,0.8046357044198895,0.7990570393521808
302,512,512,57303,732,1344,0.7711833950932788,0.7618725066489361
303,512,512,48014,1663,2054,0.7961500577406426,0.7905879274249825
304,512,512,44781,1417,1870,0.8130011024253357,0.8071646341463414
305,2048,512,250381,1071,3152,0.7572510276894439,0.7491534287637855
306,512,2048,189258,3745,4983,0.808570422877118,0.8046566644096906
307,512,512,40322,2307,3127,0.8209757050507921,0.8099023157577129
308,512,512,85967,42,287,0.6712190980296169,0.6662149779462012
309,512,512,36932,2585,3308,0.8327233857525908,0.8234743040685225
310,512,512,74639,181,433,0.7120942109485897,0.7075457651557896
311,512,512,44052,1409,2015,0.8161435726210351,0.8083895886978913
312,512,512,61540,294,710,0.7609540087010566,0.7546095444685467
313,512,512,47508,1109,1605,0.8056137479541735,0.7990899248934299
314,512,512,46746,871,1483,0.8116660220460259,0.8039309442319307
315,2048,512,265383,844,2495,0.7436091402337228,0.7368944417125363
316,512,2048,195030,3421,4660,0.8037611687998067,0.799767149615612
317,512,512,42118,1225,2049,0.8263490335774127,0.8163672828740844
318,512,512,91334,15,205,0.6512691673284867,0.6471738055504048
319,512,512,42774,1243,1918,0.8234347136913017,0.8151959767731232
320,512,512,79227,92,324,0.6960663208936901,0.6916757471980075
321,512,512,38467,1593,2465,0.8374560543573795,0.8272729721962785
322,512,512,71031,116,434,0.7271061285960168,0.7216653605015674
323,512,512,44005,1069,1879,0.8204170747633039,0.8103886590830748
324,512,512,53746,646,1171,0.7865596009658152,0.7791937816341287
325,2048,512,283233,606,2015,0.7273669721238256,0.7213195242518222
326,512,2048,202509,2881,3957,0.7979919798898731,0.7944621949041069
327,512,512,46461,838,1583,0.8132115978386724,0.8038097088034593
328,512,512,78908,100,382,0.6971413657577991,0.6918041494813149
329,512,512,48194,737,1436,0.8074950469738608,0.7984931094460798
330,512,512,72580,155,434,0.720484934376733,0.7155956112852664
331,512,512,43854,1087,1913,0.8208227103353598,0.8105953285882109
332,512,512,96524,15,166,0.6314527460443522,0.6280213343198915
333,512,512,51673,617,1270,0.7951694995877465,0.7863198028318116
334,512,512,76538,224,537,0.7039836014851485,0.6981368713321133
335,2048,512,320489,242,1224,0.6932250666217417,0.68854082441846
336,512,2048,247453,1125,2029,0.7598886447966962,0.7564707433826192
337,512,512,40847,1293,2166,0.8308304618646876,0.8204432761288507
338,512,512,81975,61,274,0.6861215769160081,0.6819716014897579
339,512,512,42541,1204,1930,0.8248476613965745,0.8160500553480006
340,512,512,75412,98,384,0.7105949895615866,0.705421875
341,512,512,49860,677,1351,0.8016011969185713,0.792706046697266
342,512,512,110313,6,116,0.5790351386005617,0.5761886833046472
343,512,512,61547,291,771,0.7609713850742559,0.7536227822968039
344,512,512,88378,154,454,0.659665742452249,0.6532564344005022
345,2048,512,345592,137,902,0.6697273658618633,0.6658182999659622
346,512,2048,274829,812,1435,0.7346144784005932,0.7320351866585545
347,512,512,25374,3957,4833,0.8723847268045385,0.8627066920612934
348,512,512,60536,463,961,0.7623578920922053,0.7546845620177657
349,512,512,25890,3600,4500,0.873425766583229,0.8638400370245709
350,512,512,57422,530,908,0.7736296833606661,0.768100607392091
351,2048,512,209395,2218,8126,0.7933101566695094,0.772039932067584
352,512,2048,151186,11227,13500,0.8260118028319432,0.8184117726189561
353,512,512,32695,4092,4699,0.8337587455255451,0.8251230209670518
354,512,512,42140,1827,2440,0.8190732980696572,0.8111194779116466
355,512,512,30524,4212,4987,0.8432673348669076,0.8326094586294639
356,512,512,49135,1124,1586,0.7987590104849279,0.7924761792134072
357,2048,512,126254,11695,20425,0.8534411507958619,0.8250786947751103
358,512,2048,76575,26241,28055,0.8782049242906222,0.8723103038873029
359,512,512,17164,8127,8973,0.8700799321787575,0.8552489542571853
360,512,512,52044,1725,2438,0.7781056006548878,0.7667610784454324
361,512,512,14299,8904,9710,0.8805230614973262,0.8660941714114474
362,512,512,37690,3062,3289,0.8231778261522293,0.8201126384116075
363,2048,512,146819,8969,14123,0.837781966517581,0.8215200921945811
364,512,2048,84761,21639,23578,0.879318347495273,0.8737413008246342
365,512,512,23183,5402,6060,0.8680625113822619,0.8596534773343665
366,512,512,49133,2041,2805,0.7859016593460224,0.7738557699388762
367,512,512,21266,5808,6493,0.8743263048411498,0.865622788393489
368,512,512,36818,3175,3504,0.8257911272617156,0.8213412267080745
369,2048,512,144374,7781,14497,0.843764609124751,0.8232062736338879
370,512,2048,87498,21764,23884,0.8750656812574249,0.8687067847882455
371,512,512,20567,5963,6700,0.8766493138854237,0.8672617203634861
372,512,512,39685,2977,3791,0.8149986947117178,0.8030403795759549
373,512,512,19186,6170,7031,0.8825998629332289,0.8717924730033144
374,512,512,32050,3846,4240,0.8402356835220928,0.8350522891963109
375,2048,512,133310,8834,15726,0.8530585340905082,0.8327268620758883
376,512,2048,81004,23387,25568,0.8798844575197513,0.8733299139311449
377,512,512,25603,4724,5565,0.8627626500857632,0.852094694518902
378,512,512,40168,2614,3589,0.8176833696441539,0.80379054318093
379,512,512,23381,5359,6087,0.8674546485260771,0.858083665145188
380,512,512,32959,3466,3975,0.8405374283944883,0.833996494479813
381,2048,512,117647,10852,19908,0.8655376801258138,0.838850322170597
382,512,2048,69633,28555,30874,0.8823162569968362,0.8744428336506838
383,512,512,23953,4772,5450,0.8710762573200138,0.8630819004938723
384,512,512,31670,2942,3930,0.8527469870554977,0.8410651196402762
385,512,512,22904,4887,5696,0.8754892580673219,0.866064745508982
386,512,512,28133,3395,4083,0.8646306490107014,0.8570593854158198
387,33288,512,4045117,43233,101451,0.7525563947120903,0.7376051365373857
388,512,512,34335,7774,8123,0.7507621951219512,0.7402327200096841
389,512,512,29747,5883,6697,0.8229513855823255,0.8080739651078765
390,512,512,42332,5042,5824,0.7667298536413331,0.7494554924242425
391,512,512,23730,6793,7432,0.8453628401626525,0.8343247319034852
392,2048,512,165318,4843,8863,0.8297600217488014,0.8176843470435657
393,512,2048,114116,11838,13548,0.8671784796454244,0.8628096868508117
394,512,512,34464,4329,4804,0.8213189547905433,0.8139896373056995
395,512,512,60724,604,1008,0.7594898605830165,0.7531705254942768
396,512,512,30956,4491,5227,0.83732027242916,0.8265886887156045
397,512,512,62144,783,1009,0.7510415998974425,0.7473821138211383
398,512,512,27947,5403,5858,0.8409354794645296,0.8340597092912787
399,512,512,32084,3235,4302,0.8474979085862042,0.8340299619268333
400,512,512,31500,4364,5019,0.8362104825291181,0.8267707875054994
401,512,512,26063,4460,5079,0.8633900117410265,0.8559099955771783
402,2048,512,144805,6612,11253,0.8464070243024914,0.8332753808743069
403,512,2048,93516,17303,19348,0.8788225903427114,0.8734573915302676
404,512,512,19984,6077,7246,0.8788202192684583,0.8633180126942438
405,512,512,51570,653,1235,0.7951099739368126,0.7872384315796422
406,512,512,18956,6077,7290,0.885053846900165,0.8697217945898394
407,512,512,45617,1187,1715,0.8123930710008554,0.8056402958620219
408,512,512,17384,7084,7976,0.8831720430107527,0.870777830637488
409,512,512,30722,2453,3589,0.8621689038834255,0.8499316139116843
410,512,512,20613,4938,6036,0.8874443036868775,0.8755013045999227
411,512,512,23618,3904,4962,0.8817207532051282,0.8707647522325337
412,2048,512,150601,6056,10262,0.8417524798251513,0.8297108495857003
413,512,2048,91018,17762,19860,0.8809263406874032,0.8754570233820825
414,512,512,22986,4349,5538,0.8806294142085583,0.8675433339479992
415,512,512,50560,627,1270,0.799454210826934,0.7909223236734154
416,512,512,23332,4174,5266,0.8805692055692056,0.8688388199316424
417,512,512,48332,911,1504,0.8047728300911265,0.7969926075268817
418,512,512,18710,6314,7245,0.8838753723932473,0.872045628624576
419,512,512,48771,704,1392,0.8056002869897959,0.7966790621664888
420,512,512,22976,4365,5355,0.8805225060321158,0.8697978057847493
421,512,512,37207,2167,2866,0.8364326158823943,0.8279747373871875
422,2048,512,158689,5316,9404,0.8353028478910661,0.8233082288177866
423,512,2048,91220,17650,19809,0.8809411936682956,0.8753198329214688
424,512,512,25803,3990,4940,0.8698815959335162,0.8590800856343935
425,512,512,51980,550,1187,0.7948244284451181,0.786224254787129
426,512,512,27000,3446,4442,0.8695702581542742,0.8586920113883771
427,512,512,50793,763,1265,0.7967759746495102,0.7900282756796084
428,512,512,22110,4925,6077,0.8794070163190505,0.8659284951974386
429,512,512,70194,143,496,0.7298734683824888,0.7238717900302114
430,512,512,27829,2894,4194,0.8710665307635286,0.8573164479081214
431,512,512,55987,1250,1853,0.7687863420113652,0.7591915559837589
432,2048,512,166966,4547,8343,0.828897424125662,0.8175410452328082
433,512,2048,100492,15272,17212,0.8750447636479389,0.8700283503021273
434,512,512,16560,6218,7486,0.8981900452488688,0.8836817262306136
435,512,512,39864,1384,2307,0.8339,0.8230091638843504
